19  11  1994   48.966
26  11  1994   47.944
 3  12  1994   48.264
10  12  1994   61.496
17  12  1994   54.674
24  12  1994   55.235
31  12  1994   53.293
 7   1  1995   57.529
14   1  1995   69.847
21   1  1995   61.158
28   1  1995   61.291
 4   2  1995   62.171
11   2  1995   61.722
18   2  1995   60.986
25   2  1995   61.301
 4   3  1995   61.303
11   3  1995   67.689
18   3  1995   62.479
25   3  1995   62.228
 1   4  1995   76.270
 8   4  1995   63.753
15   4  1995   64.128
22   4  1995   63.309
29   4  1995   74.380
 6   5  1995   62.725
13   5  1995   62.880
20   5  1995   62.298
27   5  1995   74.772
 3   6  1995   64.827
10   6  1995   72.202
17   6  1995   66.006
24   6  1995   64.505
 1   7  1995   63.882
 8   7  1995   73.414
15   7  1995   65.607
22   7  1995   63.925
29   7  1995   63.813
 5   8  1995   63.406
12   8  1995   63.525
19   8  1995   74.576
26   8  1995   65.834
 2   9  1995   65.051
 9   9  1995   64.604
16   9  1995   76.663
23   9  1995   66.213
30   9  1995   65.805
 7  10  1995   65.608
14  10  1995   65.829
21  10  1995   65.760
28  10  1995   65.944
 4  11  1995   65.552
11  11  1995   65.806
18  11  1995   66.693
25  11  1995   65.820
 2  12  1995   65.438
 9  12  1995   65.060
16  12  1995   64.974
23  12  1995   67.921
30  12  1995   78.429
 6   1  1996  127.825
13   1  1996   74.833
20   1  1996   86.753
27   1  1996  106.160
 3   2  1996   78.126
10   2  1996   75.496
17   2  1996   73.903
24   2  1996   73.962
 2   3  1996   73.026
 9   3  1996   70.279
16   3  1996   68.976
23   3  1996   69.252
30   3  1996   69.099
 6   4  1996   79.822
13   4  1996   69.653
20   4  1996   69.364
27   4  1996   68.878
 4   5  1996   79.882
11   5  1996   70.175
18   5  1996   69.688
25   5  1996   69.782
 1   6  1996   68.734
 8   6  1996   67.580
15   6  1996   66.461
22   6  1996   77.737
29   6  1996   68.626
 6   7  1996   68.290
13   7  1996   78.488
20   7  1996   68.103
27   7  1996   68.196
 3   8  1996   67.828
10   8  1996   67.503
17   8  1996   66.785
24   8  1996   67.865
31   8  1996   67.640
 7   9  1996   67.704
14   9  1996   67.769
21   9  1996   68.459
28   9  1996   68.645
 5  10  1996   68.915
12  10  1996   70.065
19  10  1996   69.180
26  10  1996   83.704
 2  11  1996   70.474
 9  11  1996   69.983
16  11  1996   83.693
23  11  1996   71.437
30  11  1996   70.878
 7  12  1996   69.972
14  12  1996   69.590
21  12  1996   70.754
28  12  1996   69.198
 4   1  1997   68.853
11   1  1997   69.141
18   1  1997   69.157
25   1  1997   68.717
 1   2  1997   77.658
 8   2  1997   63.800
15   2  1997   63.037
22   2  1997   62.829
 1   3  1997   62.695
 8   3  1997   61.970
15   3  1997   61.365
22   3  1997   64.546
29   3  1997   66.235
 5   4  1997   61.150
12   4  1997   59.960
19   4  1997   60.080
26   4  1997   60.019
 3   5  1997   59.241
10   5  1997   59.666
17   5  1997   58.856
24   5  1997   63.138
31   5  1997   58.636
 7   6  1997   62.401
14   6  1997   64.551
21   6  1997   59.674
28   6  1997   59.549
 5   7  1997   59.000
12   7  1997   58.551
19   7  1997   57.896
26   7  1997   58.315
 2   8  1997   58.333
 9   8  1997   62.400
16   8  1997   57.127
23   8  1997   57.788
30   8  1997   57.910
 7   9  1997   54.062
13   9  1997   57.022
20   9  1997   56.858
27   9  1997   88.306
 4  10  1997   60.341
11  10  1997   59.463
18  10  1997   59.468
25  10  1997   58.971
 1  11  1997   58.849
 8  11  1997   58.833
15  11  1997   63.045
22  11  1997   78.641
29  11  1997   60.700
 6  12  1997   65.811
13  12  1997   59.618
20  12  1997   75.871
27  12  1997   58.896
 3   1  1998   59.247
10   1  1998   59.766
17   1  1998   67.439
24   1  1998   59.973
31   1  1998   60.486
 7   2  1998   60.074
14   2  1998   67.434
21   2  1998   60.617
28   2  1998   60.296
 7   3  1998   59.608
14   3  1998   59.221
21   3  1998   58.775
28   3  1998   58.417
 4   4  1998   65.162
11   4  1998   58.580
18   4  1998   57.818
25   4  1998   64.537
 2   5  1998   58.076
 9   5  1998   57.014
16   5  1998   61.109
23   5  1998   69.563
30   5  1998   57.765
 6   6  1998   57.341
13   6  1998   56.499
20   6  1998   55.580
27   6  1998   55.557
 4   7  1998   62.375
11   7  1998   64.817
18   7  1998   61.440
25   7  1998   56.169
 1   8  1998   56.314
 8   8  1998   55.049
15   8  1998   55.086
22   8  1998   54.976
29   8  1998   54.950
 5   9  1998   54.712
12   9  1998   59.930
19   9  1998   55.694
26   9  1998   55.651
 3  10  1998   60.946
10  10  1998   55.719
17  10  1998   55.225
24  10  1998   55.041
31  10  1998   55.019
 7  11  1998   55.066
14  11  1998   55.385
21  11  1998   68.634
28  11  1998   62.278
 5  12  1998   56.239
12  12  1998   55.606
19  12  1998   63.185
26  12  1998   52.571
 2   1  1999   55.822
 9   1  1999   55.857
16   1  1999   55.491
23   1  1999   55.692
30   1  1999   55.903
 6   2  1999   55.250
13   2  1999   54.863
20   2  1999   54.522
